time, trail_pos
0.02,0.0
0.04,0.0
0.06,0.0
0.08,0.0
0.10,0.0
0.13,0.0
0.15,0.0
0.16,0.0
0.19,0.0
0.21,0.0
0.27,0.0
0.28,0.0
0.29,0.0
0.31,0.0
0.33,0.0
0.35,0.0
0.37,0.0
0.39,0.0
0.41,0.0
0.43,0.0
0.45,0.0
0.47,0.0
0.49,0.0
0.50,0.0
0.52,0.0
0.54,0.0
0.56,0.0
0.59,0.0
0.61,0.0
0.63,0.0
0.64,0.0
0.67,0.0
0.69,0.0
0.71,0.0
0.73,0.0
0.75,0.0
0.77,0.0
0.78,0.0
0.80,0.0
0.82,0.0
0.84,0.0
0.86,0.0
0.88,0.0
0.90,0.0
0.92,0.0
0.94,0.0
0.97,0.0
0.98,0.0
1.00,0.0
1.02,0.0
1.04,0.0
1.06,0.0
1.08,0.0
1.10,0.0
1.12,0.0
1.14,0.0
1.17,0.0
1.19,0.0
1.21,0.0
1.22,0.0
1.24,0.0
1.27,0.0
1.29,0.0
1.31,0.0
1.33,0.0
1.35,0.0
1.37,0.0
1.39,0.0
1.41,0.0
1.43,0.0
1.45,0.0
1.47,0.0
1.49,0.0
1.51,0.0
1.53,0.0
1.55,0.0
1.57,0.0
1.59,0.0
1.61,0.0
1.63,0.0
1.65,0.0
1.67,0.0
1.69,0.0
1.71,0.0
1.73,0.0
1.74,0.0
1.76,0.0
1.78,0.0
1.80,0.0
1.82,0.0
1.84,0.0
1.87,0.0
1.88,0.0
1.90,0.0
1.92,0.0
1.94,0.0
1.97,0.0
1.99,0.0
2.00,0.0
2.02,0.0
2.04,0.0
2.07,0.0
2.08,0.0
2.10,0.0
2.12,0.0
2.15,0.0
2.16,0.0
2.19,0.0
2.20,0.0
2.23,0.0
2.24,0.0
2.27,0.0
2.29,0.0
2.31,0.0
2.32,0.0
2.35,0.0
2.37,0.0
2.39,0.0
2.41,0.0
2.43,0.0
2.45,0.0
2.47,0.0
2.49,0.0
2.51,0.0
2.53,0.0
2.55,0.0
2.57,0.0
2.59,0.0
2.61,0.0
2.63,0.0
2.65,0.0
2.67,0.0
2.69,0.0
2.70,0.0
2.73,0.0
2.75,0.0
2.77,0.0
2.78,0.0
2.80,0.0
2.82,0.0
2.84,0.0
2.86,0.0
2.88,0.0
2.89,0.0
2.92,0.0
2.93,0.0
2.96,0.0
2.98,0.0
3.00,0.0
3.02,0.0
3.05,0.0
3.07,0.0
3.08,0.0
3.10,0.0
3.12,0.0
3.14,0.0
3.17,0.0
3.18,0.0
3.20,0.0
3.22,0.0
3.24,0.0
3.26,0.0
3.28,0.0
3.30,0.0
3.32,0.0
3.35,0.0
3.36,0.0
3.38,0.0
3.40,0.0
3.42,0.0
3.44,0.0
3.46,0.0
3.48,0.0
3.50,0.0
3.52,0.0
3.54,0.0
3.57,0.0
3.58,0.0
3.60,0.0
3.62,0.0
3.64,0.0
3.66,0.0
3.68,0.0
3.70,0.0
3.72,0.0
3.74,0.0
3.76,0.0
3.78,0.0
3.79,0.0
3.81,0.0
3.83,0.0
3.86,0.0
3.88,0.0
3.89,0.0
3.91,0.0
3.94,0.0
3.95,0.0
3.98,0.0
3.99,0.0
4.02,0.0
4.04,0.0
4.06,0.0
4.08,0.0
4.10,0.0
4.13,0.0
4.14,0.0
4.16,0.0
4.18,0.0
4.20,0.0
4.22,0.0
4.24,0.0
4.27,0.0
4.28,0.0
4.30,0.0
4.32,0.0
4.34,0.0
4.36,0.0
4.38,0.0
4.40,0.0
4.42,0.0
4.44,0.0
4.46,0.0
4.48,0.0
4.49,0.0
4.51,0.0
4.54,0.0
4.56,0.0
4.58,0.0
4.60,0.0
4.61,0.0
4.64,0.0
4.66,0.0
4.68,0.0
4.70,0.0
4.72,0.0
4.73,0.0
4.76,0.0
4.78,0.0
4.80,0.0
4.82,0.0
4.84,0.0
4.86,0.0
4.88,0.0
4.90,0.0
4.92,0.0
4.94,0.0
4.95,0.0
4.98,0.0
5.00,0.0
5.02,0.0
5.04,0.0
5.05,0.0
5.08,0.0
5.10,0.0
5.11,0.0
5.14,0.0
5.16,0.0
5.18,0.0
5.20,0.0
5.21,0.0
5.23,0.0
5.26,0.0
5.28,0.0
5.29,0.0
5.31,0.0
5.33,0.0
5.35,0.0
5.37,0.0
5.39,0.0
5.41,0.0
5.43,0.0
5.45,0.0
5.47,0.0
5.50,0.0
5.52,0.0
5.54,0.0
5.56,0.0
5.58,0.0
5.60,0.0
5.62,0.0
5.64,0.0
5.66,0.0
5.68,0.0
5.70,0.0
5.72,0.0
5.74,0.0
5.76,0.0
5.78,0.0
5.80,0.0
5.82,0.0
5.84,0.0
5.86,0.0
5.88,0.0
5.90,0.0
5.92,0.0
5.94,0.0
5.96,0.0
5.98,0.0
6.00,0.0
6.02,0.0
6.04,0.0
6.06,0.0
6.08,0.0
6.10,0.0
6.12,0.0
6.14,0.0
6.17,0.0
6.18,0.0
6.20,0.0
6.21,0.0
6.23,0.0
6.26,0.0
6.27,0.0
6.30,0.0
6.31,0.0
6.33,0.0
6.36,0.0
6.37,0.0
6.39,0.0
6.41,0.0
6.43,0.0
6.45,0.0
6.47,0.0
6.49,0.0
6.51,0.0
6.53,0.0
6.54,0.0
6.56,0.0
6.59,0.0
6.60,0.0
6.63,0.0
6.65,0.0
6.67,0.0
6.68,0.0
6.70,0.0
6.72,0.0
6.74,0.0
6.77,0.0
6.79,0.0
6.81,0.0
6.83,0.0
6.85,0.0
6.87,0.0
6.89,0.0
6.90,0.0
6.93,0.0
6.95,0.0
6.96,0.0
6.98,0.0
7.00,0.0
7.02,0.0
7.04,0.0
7.06,0.0
7.09,0.0
7.11,0.0
7.13,0.0
7.15,0.0
7.16,0.0
7.19,0.0
7.21,0.0
7.23,0.0
7.25,0.0
7.27,0.0
7.29,0.0
7.31,0.0
7.32,0.0
7.35,0.0
7.36,0.0
7.39,0.0
7.40,0.0
7.42,0.0
7.45,0.0
7.46,0.0
7.48,0.0
7.51,0.0
7.52,0.0
7.54,0.0
7.56,0.0
7.58,0.0
7.60,0.0
7.62,0.0
7.64,0.0
7.66,0.0
7.68,0.0
7.70,0.0
7.72,0.0
7.74,0.0
7.77,0.0
7.78,0.0
7.80,0.0
7.82,0.0
7.84,0.0
7.85,0.0
7.88,0.0
7.90,0.0
7.92,0.0
7.93,0.0
7.95,0.0
7.98,0.0
7.99,0.0
8.01,0.0
8.04,0.0
8.06,0.0
8.08,0.0
8.10,0.0
8.12,0.0
8.13,0.0
8.15,0.0
8.18,0.0
8.19,0.0
8.21,0.0
8.24,0.0
8.26,0.0
8.28,0.0
8.30,0.0
8.31,0.0
8.34,0.0
8.36,0.0
8.38,0.0
8.39,0.0
8.42,0.0
8.43,0.0
8.46,0.0
8.48,0.0
8.50,0.0
8.52,0.0
8.53,0.0
8.55,0.0
8.58,0.0
8.60,0.0
8.61,0.0
8.63,0.0
8.65,0.0
8.69,0.0
8.70,0.0
8.72,0.0
8.73,0.0
8.75,0.0
8.79,0.0
8.80,0.0
8.82,0.0
8.83,0.0
8.85,0.0
8.88,0.0
8.90,0.0
8.91,0.0
8.94,0.0
8.95,0.0
8.97,0.0
9.00,0.0
9.03,0.0
9.05,0.0
9.06,0.0
9.08,0.0
9.09,0.0
9.11,0.0
9.13,0.0
9.16,0.0
9.18,0.0
9.20,0.0
9.22,0.0
9.25,0.0
9.27,0.0
9.28,0.0
9.30,0.0
9.33,0.0
9.35,0.0
9.36,0.0
9.38,0.0
9.41,0.0
9.43,0.0
9.44,0.0
9.47,0.0
9.49,0.0
9.50,0.0
9.53,0.0
9.55,0.0
9.56,0.0
9.58,0.0
9.60,0.0
9.61,0.0
9.63,0.0
9.65,0.0
9.66,0.0
9.68,0.0
9.70,0.0
9.71,0.0
9.73,0.0
9.75,0.0
9.77,0.0
9.79,0.0
9.80,0.0
9.82,0.0
9.85,0.0
9.86,0.0
9.88,0.0
9.91,0.0
9.94,0.0
9.95,0.0
9.97,0.0
9.99,0.0
10.01,0.0
10.02,0.0
10.05,0.0
